NationalDrugCode,NdcDescription,NumberOfClaims
641605010,LORAZEPAM    INJ 2MG/ML,2
641605101,LORAZEPAM    INJ 4MG/ML,10
641605225,MEPERIDINE   INJ 25MG/ML,6
641605301,MEPERIDINE   INJ 50MG/ML,13
641605325,MEPERIDINE   INJ 50MG/ML,300
641605425,MEPERIDINE   INJ 100MG/ML,751
641605710,MIDAZOLAM    INJ 2MG/2ML,12
641605725,MIDAZOLAM    INJ 2MG/2ML,2
641605910,MIDAZOLAM    INJ 5MG/5ML,18
641606001,MIDAZOLAM    INJ 50MG/10,1
641606010,MIDAZOLAM    INJ 50MG/10,8
641606110,MIDAZOLAM    INJ 5MG/ML,34
641606125,MIDAZOLAM    INJ 5MG/ML,22
641606310,MIDAZOLAM    INJ 10MG/2ML,39
641606325,MIDAZOLAM    INJ 10MG/2ML,72
641606801,MORPHINE SUL INJ 10MG/ML,203
641607001,MORPHINE SUL INJ 10MG/ML,101
641607025,MORPHINE SUL INJ 10MG/ML,859
641607125,MORPHINE SUL INJ 15MG/ML,3
641607201,MORPHINE SUL INJ 15MG/ML,30
641607301,MORPHINE SUL INJ 5MG/ML,14
641607325,MORPHINE SUL INJ 5MG/ML,262
641607801,ONDANSETRON  INJ 4MG/2ML,21
641607825,ONDANSETRON  INJ 4MG/2ML,1625
641607901,ONDANSETRON  INJ 40/20ML,147
641608001,ONDANSETRON  INJ 4MG/2ML,10
641608025,ONDANSETRON  INJ 4MG/2ML,80
641608201,PHENERGAN    INJ 25MG/ML,3
641608225,PHENERGAN    INJ 25MG/ML,24
641608301,PHENERGAN    INJ 50MG/ML,1
641608325,PHENERGAN    INJ 50MG/ML,2
641608425,PHENERGAN    INJ 25MG/ML,26
641608525,PHENERGAN    INJ 50MG/ML,1
641609901,PROMETHAZINE INJ 25MG/ML,4
641609925,PROMETHAZINE INJ 25MG/ML,49
641610301,ROBAXIN      INJ 100MG/ML,2
641610325,ROBAXIN      INJ 100MG/ML,58
641611601,AMP-SULBACTA INJ 1.5GM,2
641611610,AMP-SULBACTA INJ 1.5GM,8
641611701,AMP-SULBACTA INJ 3GM,1
641611710,AMP-SULBACTA INJ 3GM,137
641611910,AMP-SULBACTA INJ 1.5GM,18
641612001,AMP-SULBACTA INJ 3GM,18
641612010,AMP-SULBACTA INJ 3GM,204
641612525,MORPHINE SUL INJ 4MG/ML,57
641612625,MORPHINE SUL INJ 8MG/ML,2
641612725,MORPHINE SUL INJ 10MG/ML,182
641613225,NALOXONE     INJ 0.4MG/ML,12
641613525,PROCHLORPER  INJ 10MG/2ML,29
641613925,PHENYTOIN    INJ 50MG/ML,1
641614201,PHENYLEPHRIN INJ 10MG/ML,1
641614225,PHENYLEPHRIN INJ 10MG/ML,13
641616101,BUMETANIDE   INJ 0.25/ML,1
641616110,BUMETANIDE   INJ 0.25/ML,2
641616201,BUMETANIDE   INJ 0.25/ML,4
641616601,AMIKACIN     INJ 1GM/4ML,6
641616610,AMIKACIN     INJ 1GM/4ML,76
641616710,AMIKACIN     INJ 500/2ML,167
642001101,CORTIC       SOL OTIC,1
642001215,CORTIC-ND    DRO,268
642006630,CALCIFOL     WAF,137
642006860,CALCIFOLIC-D WAF,1724
642007030,VITAFOL-ONE  CAP,111974
642007210,VITAFOL      TAB,2
642007212,VITAFOL      TAB,3515
642007416,VITAFOL      SYP,1262
642007530,SELECT-OB+   PAK DHA,46412
642007630,VITAFOL-OB   PAK +DHA,65378
642007790,SELECT-OB    CHW,10930
642007812,VITAFOL-PN   TAB,1598
642007912,VITAFOL-OB   TAB 65-1MG,22230
642009330,VITAFOL      CAP ULTRA,41589
642009430,VITAFOL-NANO TAB,2865
642009630,VITAFOL FE+  CAP,1399
642012090,SELECT-OB    CHW,733
642012360,PREGNITUDE   PAK 2000-200,18
642012590,VITAFOL      CHW GUMMIES,2152
642016210,REPAN        TAB,148
642020010,STROVITE     TAB,1437
642020110,STROVITE PLU TAB,3367
642020316,STROVITE FOR SYP,84
642020410,STROVITE FOR TAB,1080
642020790,STROVITE ONE TAB,4361
642020810,STROVITE     TAB ADVANCE,11647
642020930,STROVITE ADV MIS + D,478
642042110,TUSSO-HC     TAB,18
642045516,TUSSAFED-HCG SYP,37
642046016,TUSSAFED HC  SYP,2
642046116,TUSSO-C      LIQ 200-10MG,1655
642046816,TUSSO-DF     SYP 2.5-100,1
642047016,TUSSALL      SYP 10-2-20,137
642047110,TUSSALL-ER   TAB 20-6-30,198
642061616,TUSSO-XR     SUS,647
642063010,TUSSO-DM     TAB,123
642064510,TUSSO-DMR    CAP 7-14-288,6173
642064710,TUSSO-ZMR    CAP 8-200MG,320
642064916,TUSSO-ZR     SYP 7.5-150,793
642066110,TRITUSS-ER   TAB,9
642070016,TRITUSS      SYP,56
642076516,TUSSAFED EX  SYP,1
642079516,TUSSAFED     SYP,2
642274690,RENAX        TAB 2.5MG,582
642275590,RENAX 5.5    TAB,715
659130460,FUROSEMIDE   TAB 20MG,4
659160815,IMODIUM      CAP 2MG,1
659250530,SYNTHROID    TAB 0.1MG,17
659250630,SYNTHROID    TAB 0.2MG,1
662210066,ANTIVERT     TAB 12.5MG,1
662411073,GLUCOTROL    TAB 5MG,1
665162480,LACTULOSE    SYP 10GM/15,4
665400107,MEDROXYPR AC TAB 10MG,2
665412006,VALPROIC ACD CAP 250MG,1
665416006,LITHIUM CARB CAP 300MG,2
665416009,LITHIUM CARB CAP 300MG,7
677000301,AMINOPHYLLIN TAB 100MG,13
677000701,AMINOPHYLLIN TAB 200MG,144
677004601,CORTISONE AC TAB 25MG,18
677005810,DIGOXIN      TAB 0.25MG,5
677006301,DIPHENHYDRAM CAP 25MG,6
677006310,DIPHENHYDRAM CAP 25MG,1
677006401,DIPHENHYDRAM CAP 50MG,1
677006410,DIPHENHYDRAM CAP 50MG,1
677007001,FERROUS SULF TAB 325MG,57
677007010,FERROUS SULF TAB 325MG,176
677007101,FERROUS SULF TAB 325MG,101
677007110,FERROUS SULF TAB 325MG,215
677007601,HYDROCORT    TAB 20MG,513
677007801,LEVOTHYROXIN TAB 100MCG,1
677007810,LEVOTHYROXIN TAB 100MCG,7
677011701,PREDNISONE   TAB 5MG,217
677011710,PREDNISONE   TAB 5MG,1156
677012201,QUINIDINE SU TAB 200MG,17
677013110,SODIUM BICAR TAB 650MG,86
677016301,UNI-DAILY    TAB,2
677017101,PAPAVERINE   CAP 150MG CR,7
677019101,DOCUSATE SOD CAP 100MG,6
677019110,DOCUSATE SOD CAP 100MG,15
677019201,DOCUSATE SOD CAP 250MG,2
677023610,PHENOBARB    TAB 15MG,4
677030921,TESTOST PROP INJ 100MG/ML,1
677031321,TESTOST ENAN INJ 200MG/ML,1
677032321,VITAMIN B-12 INJ 1000MCG,1
677032323,VITAMIN B-12 INJ 1000MCG,3
677033901,COL-PROBENEC TAB 500/.5MG,3
677034101,DICYCLOMINE  CAP 10MG,6
677034401,ERYTHROM ST  TAB 500MG,2
677034601,HYDROCHLOROT TAB 25MG,3
677034610,HYDROCHLOROT TAB 25MG,13
677035401,PRIMIDONE    TAB 250MG,13
677035601,PROPOXY HCL  CAP 65MG,3
677037610,TETRACYCLINE CAP 250MG,1
677037701,TETRACYCLINE CAP 500MG,2
677041101,PENICILLN VK TAB 250MG,1
677041801,MECLIZINE    TAB 12.5MG,3
677041901,MECLIZINE    TAB 25MG,1
677041910,MECLIZINE    TAB 25MG,8
677042101,IMIPRAM HCL  TAB 10MG,10
677042201,IMIPRAM HCL  TAB 25MG,30
677042207,IMIPRAM HCL  TAB 25MG,1
677042301,IMIPRAM HCL  TAB 50MG,14
677042701,PREDNISONE   TAB 20MG,729
677042705,PREDNISONE   TAB 20MG,436
677042710,PREDNISONE   TAB 20MG,488
677043001,METHOCARBAM  TAB 500MG,20
677043101,METHOCARBAM  TAB 750MG,21
677043105,METHOCARBAM  TAB 750MG,8
677043601,DIETHYLPROP  TAB 75MG TD,2
677044910,FOLIC ACID   TAB 1MG,155
677045328,AMOXICILLIN  SUS 250/5ML,5
677045501,CHLORPROMAZ  TAB 50MG,9
677045601,CHLORPROMAZ  TAB 100MG,1
677047501,AMITRIPTYLIN TAB 10MG,4
677047510,AMITRIPTYLIN TAB 10MG,1
677047601,AMITRIPTYLIN TAB 25MG,30
677047610,AMITRIPTYLIN TAB 25MG,13
677047701,AMITRIPTYLIN TAB 50MG,12
677047801,AMITRIPTYLIN TAB 75MG,5
677048101,PROMETHAZINE TAB 25MG,4
677048301,SULFASALAZIN TAB 500MG,58
677048305,SULFASALAZIN TAB 500MG,59
677048501,NITROGLYCER  CAP 2.5MG CR,3
677048601,NITROGLYCER  CAP 6.5MG CR,8
677050601,BETHANECHOL  TAB 10MG,1
677050701,BETHANECHOL  TAB 25MG,8
677051032,ALAMAG       SUS,1
677053033,GG/CODEINE   SYP 100-10/5,2
677054033,POT CHLORIDE LIQ 10% SF,2
677054233,POT CHLORIDE LIQ 20% SF,1
677055241,SELENIUM SUL SHA 2.5%,5
677056202,DOXYCYCL HYC CAP 100MG,85
677056205,DOXYCYCL HYC CAP 100MG,230
677056501,METHYLPRED   TAB 4MG,2
677056513,METHYLPRED   PAK 4MG,1
677056801,AMITRIPTYLIN TAB 100MG,28
677057210,ISOSORB DIN  TAB 5MG,1
677057501,PHENAZOPYRID TAB 100MG,60
677057610,PENICILLN VK TAB 500MG,1
677057701,ACETAZOLAMID TAB 250MG,1
677058901,CARISOPRODOL TAB 350MG,320
677058905,CARISOPRODOL TAB 350MG,130
677058906,CARISOPRODOL TAB 350MG,4
677058907,CARISOPRODOL TAB 350MG,10
677058910,CARISOPRODOL TAB 350MG,503
677059802,DOXYCYCL HYC CAP 50MG,30
677060142,DEXAMETHASON ELX 0.5/5ML,1
677060401,HYDROXYZ HCL TAB 10MG,38
677060405,HYDROXYZ HCL TAB 10MG,11
677060501,HYDROXYZ HCL TAB 25MG,96
677060505,HYDROXYZ HCL TAB 25MG,56
677060510,HYDROXYZ HCL TAB 25MG,28
677060601,HYDROXYZ HCL TAB 50MG,137
677060605,HYDROXYZ HCL TAB 50MG,16
677061101,APAP/CODEINE TAB 300-15MG,1
677061301,NYSTATIN     TAB 500000,52
677062201,ZINC         CAP 50MG,2
677062401,SPIRONO/HCTZ TAB 25/25,162
677062405,SPIRONO/HCTZ TAB 25/25,53
677062410,SPIRONO/HCTZ TAB 25/25,72
677062501,SPIRONOLACT  TAB 25MG,162
677062505,SPIRONOLACT  TAB 25MG,51
677062510,SPIRONOLACT  TAB 25MG,115
677063433,PAREGORIC    TIN 2MG/5ML,2
677064501,AMITRIPTYLIN TAB 150MG,12
677065001,HYDRALAZINE  TAB 10MG,1
677065910,FUROSEMIDE   TAB 40MG,2
677066005,AMOXICILLIN  CAP 250MG,1
677066101,AMOXICILLIN  CAP 500MG,1
677066102,AMOXICILLIN  CAP 500MG,1
677066105,AMOXICILLIN  CAP 500MG,1
677066201,FUROSEMIDE   TAB 20MG,6
677066210,FUROSEMIDE   TAB 20MG,1
677067501,QUINIDINE GL TAB 324MG CR,45
677067503,QUINIDINE GL TAB 324MG CR,16
677067505,QUINIDINE GL TAB 324MG CR,44
677068910,ISOSORB DIN  TAB 20MG,25
677069001,METRONIDAZOL TAB 250MG,28
677069003,METRONIDAZOL TAB 250MG,19
677069801,PREDNISONE   TAB 10MG,276
677069805,PREDNISONE   TAB 10MG,233
677069810,PREDNISONE   TAB 10MG,687
677070940,GENTAMICIN   CRE 0.1%,2
677071838,HYDROCORT    CRE 2.5%,1
677072438,HYDROCORT    OIN 2.5%,4
677073340,NYSTATIN     CRE 100000U,3
677074340,TRIAMCINOLON CRE 0.025%,1
677074344,TRIAMCINOLON CRE 0.025%,1
677074740,TRIAMCINOLON CRE 0.1%,3
677074744,TRIAMCINOLON CRE 0.1%,10
677074746,TRIAMCINOLON CRE 0.1%,5
677075140,TRIAMCINOLON CRE 0.5%,2
677075344,TRIAMCINOLON OIN 0.1%,1
677075346,TRIAMCINOLON OIN 0.1%,1
677076210,PHENOBARB    TAB 65MG,1
677076401,HYDROCHLOROT TAB 100MG,1
677076501,VITAMIN D    CAP 50000IU,110
677078201,ERGOLOID MES TAB 1MG ORAL,47
677078205,ERGOLOID MES TAB 1MG ORAL,2
677078301,SMZ-TMP      TAB 400-80MG,291
677078305,SMZ-TMP      TAB 400-80MG,398
677078360,SMZ-TMP      TAB 400-80MG,8
677078401,SMZ/TMP DS   TAB 800-160,324
677078405,SMZ/TMP DS   TAB 800-160,1172
677078460,SMZ/TMP DS   TAB 800-160,4
677079902,DOXYCYCL HYC TAB 100MG,179
677079905,DOXYCYCL HYC TAB 100MG,376
677080301,MEDROXYPR AC TAB 10MG,2
677080302,MEDROXYPR AC TAB 10MG,11
677080303,MEDROXYPR AC TAB 10MG,1
677080401,PHENAZOPYRID TAB 200MG,72
677081601,METRONIDAZOL TAB 500MG,180
677081701,THEOPHYLLINE TAB 300MG CR,129
677081705,THEOPHYLLINE TAB 300MG CR,7
677081907,POT EFFERVES TAB 25MEQ EF,24
677082301,THIORIDAZINE TAB 10MG,13
677082401,THIORIDAZINE TAB 25MG,4
677082501,THIORIDAZINE TAB 50MG,43
677083201,THIORIDAZINE TAB 100MG,21
677083625,NYSTATIN     SUS 100000,7
677083633,NYSTATIN     SUS 100000,12
677084033,SULFATRIM    SUS 200-40/5,3
677084133,SULFATRIM    SUS 200-40/5,1
677084249,BETAMETH VAL CRE 0.1%,4
677084601,THEOPHYLLINE TAB 200MG ER,144
677084605,THEOPHYLLINE TAB 200MG ER,2
677084901,DEXAMETHASON TAB 4MG,6
677087001,ALLOPURINOL  TAB 100MG,50
677087010,ALLOPURINOL  TAB 100MG,33
677087101,ALLOPURINOL  TAB 300MG,126
677087105,ALLOPURINOL  TAB 300MG,45
677087110,ALLOPURINOL  TAB 300MG,9
677087301,INDOMETHACIN CAP 50MG,1
677090020,DEXASPORIN   SUS 0.1% OP,2
677090621,OCUTRICIN    SOL OP,5
677091030,PILOCARPINE  SOL 1% OP,1
677091730,SOD SULFACET SOL 10% OP,39
677092201,HYDRALAZINE  TAB 100MG,6
677097601,FUROSEMIDE   TAB 80MG,5
677099633,APAP/CODEINE SOL 120-12/5,79
677101527,LIDOCAINE    SOL 2% VISC,7
677102401,SALSALATE    TAB 500MG,1
677102501,SALSALATE    TAB 750MG,5
677103101,IBUPROFEN    TAB 400MG,73
677103105,IBUPROFEN    TAB 400MG,46
677103201,IBUPROFEN    TAB 600MG,169
677103205,IBUPROFEN    TAB 600MG,104
677103507,POT CHLORIDE POW 20MEQ,9
677103701,DYPHYLLIN-GG TAB 200-200,4
677103905,METOCLOPRAM  TAB 10MG,3
677105001,DIAZEPAM     TAB 10MG,1
677105601,LORAZEPAM    TAB 0.5MG,2
677105605,LORAZEPAM    TAB 0.5MG,16
677105701,LORAZEPAM    TAB 1MG,3
677105706,LORAZEPAM    TAB 1MG,1
677106345,N.T.A.       CRE,1
677107001,TEMAZEPAM    CAP 30MG,3
677107901,VALPROIC ACD CAP 250MG,1
677108240,NYSTATIN     OIN 100000U,3
677109701,POT CHLORIDE TAB 10MEQ CR,2
677109705,POT CHLORIDE TAB 10MEQ CR,3
677109710,POT CHLORIDE TAB 10MEQ CR,2
677109833,ENULOSE      SYP 10GM/15,3
677110201,DOXEPIN HCL  CAP 25MG,1
677110701,PROPRAN/HCTZ TAB 80/25,2
677111401,CLONIDINE    TAB 0.3MG,12
677111801,HALOPERIDOL  TAB 5MG,5
677111901,IBUPROFEN    TAB 800MG,79
677111905,IBUPROFEN    TAB 800MG,148
677112501,ISOMETH/APAP CAP DICHLOR,1
677112801,AMANTADINE   CAP 100MG,3
677113101,VERAPAMIL    TAB 120MG,8
677113301,TRAZODONE    TAB 50MG,30
677113305,TRAZODONE    TAB 50MG,9
677113401,TRAZODONE    TAB 100MG,8
677113405,TRAZODONE    TAB 100MG,7
677115301,URL-TANNATE  TAB,1
677115901,CEPHALEXIN   CAP 500MG,1
677117301,SULINDAC     TAB 150MG,22
677117306,SULINDAC     TAB 150MG,6
677117401,SULINDAC     TAB 200MG,5
677117406,SULINDAC     TAB 200MG,6
677118401,HYDROCO/APAP TAB 5-500MG,13
677118405,HYDROCO/APAP TAB 5-500MG,6
677118729,CEPHALEXIN   SUS 125/5ML,1
677119801,DESIPRAMINE  TAB 25MG,1
677120036,TRIAMCIN/ORA PST 0.1%,3
677120301,HALOPERIDOL  TAB 10MG,2
677120901,QUINIDINE SU TAB 300MG,47
677122401,NITROFUR MAC CAP 50MG,1
677124701,CHLORD/CLIDI CAP 5-2.5MG,12
677124710,CHLORD/CLIDI CAP 5-2.5MG,8
677124801,ACETAZOLAMID TAB 125MG,59
677125901,BACLOFEN     TAB 10MG,1
677126001,BACLOFEN     TAB 20MG,2
677130201,TRAZODONE    TAB 150MG,31
677130207,TRAZODONE    TAB 150MG,13
677130502,METHYLPRED   TAB 16MG,1
677132301,METOCLOPRAM  TAB 5MG,99
677132305,METOCLOPRAM  TAB 5MG,20
677134601,AMANTADINE   CAP 100MG,4
677135901,ALBUTEROL    TAB 2MG,53
677135905,ALBUTEROL    TAB 2MG,6
677136001,ALBUTEROL    TAB 4MG,58
677136005,ALBUTEROL    TAB 4MG,18
677136401,PROPRANOLOL  CAP 80MG ER,1
677136903,PRAZOSIN HCL CAP 2MG,1
677137712,HYDROCORT AC SUP 25MG,8
677137801,AMOXAPINE    TAB 50MG,5
677138301,TRIMETHOBENZ CAP 250MG,1
677138501,PERPHENAZINE TAB 2MG,1
677140118,GENTAMICIN   OIN 0.3% OP,1
677140445,FLUOCINONIDE CRE -E O.05%,2
677140630,ANTIPY/BENZO SOL OTIC,4
677141343,DESOXIMETAS  CRE 0.25%,1
677142325,FUROSEMIDE   SOL 10MG/ML,1
677142905,CYCLOBENZAPR TAB 10MG,2
677143105,PIROXICAM    CAP 20MG,2
677143602,MINOCYCLINE  CAP 100MG,1
677143901,BUT/ASA/CAFF CAP,3
677144301,CLEMASTINE   TAB 2.68MG,1
677145301,VERAPAMIL    TAB 240MG ER,1
677147201,BENZONATATE  CAP 100MG,163
677147433,CARDEC DM    SYP,1
677147501,GUAIFENESIN  TAB 600MG LA,1
677147601,GG/PSE CR    TAB 600-120,14
677147605,GG/PSE CR    TAB 600-120,26
677147801,ATENOLOL     TAB 50MG,7
677147810,ATENOLOL     TAB 50MG,2
677147901,ATENOLOL     TAB 100MG,7
677148001,ATENOL/CHLOR TAB 50-25MG,235
677148101,ATENOL/CHLOR TAB 100-25MG,75
677148201,METOPROL TAR TAB 50MG,240
677148210,METOPROL TAR TAB 50MG,55
677148301,METOPROL TAR TAB 100MG,87
677148310,METOPROL TAR TAB 100MG,9
677148701,GG/PSE CR    TAB 600-60MG,28
677149233,GUAIFENESIN  SYP AC,1
677151705,NAPROXEN     TAB 500MG,1
677151801,VERAPAMIL    TAB 180MG ER,1
677152272,ALBUTEROL    NEB 0.083%,1
677153520,TOBRAMYCIN   SOL 0.3% OP,2
677154301,PANCRELIPASE CAP 16000,1
677154405,GLIPIZIDE    TAB 5MG,1
677155601,NORTRIPTYLIN CAP 25MG,1
677156328,CEFACLOR     SUS 250/5ML,1
677156633,PB/BELLA ALK ELX,1
677159701,IRON COMPLEX CAP 150MG,49
677160401,B-COMPLEX    TAB PLUS C,3
677163301,ATENOLOL     TAB 25MG,8
677163701,LEVOTHYROXIN TAB 125MCG,13
677164630,AZO-GESIC    TAB 95MG,1
677164701,QUININE SULF CAP 5GR,2
677164710,QUININE SULF CAP 5GR,1
677164801,LEVOTHYROXIN TAB 25MCG,4
677165001,LEVOTHYROXIN TAB 75MCG,15
677165010,LEVOTHYROXIN TAB 75MCG,4
677165267,GLUCOS/CHOND CAP 500-400,8
677165301,PANCRELIPASE CAP 4500,1
677165501,PANCRELIPASE CAP,1
677165710,THYROID      TAB 32.5MG,24
677165810,THYROID      TAB 65MG,85
677165910,THYROID      TAB 130MG,26
677166201,HYOSCYAMINE  TAB 0.125MG,3
677166501,HYOSCYAMINE  SUB 0.125MG,3
677167621,ANTIBIOT EAR SOL 1% OTIC,36
677167721,ANTIBIOT EAR SUS 1% OTIC,80
677167810,SOD FLUORIDE CHW 1MG,49
677168101,METHENAM MAN TAB 0.5GM,4
677168201,METHENAM MAN TAB 1GM,5
677168301,COLCHICINE   TAB 0.6MG,20
677168310,COLCHICINE   TAB 0.6MG,40
677168510,HAPONAL      TAB,9
677168701,CHLORPHENIR  TAB 4MG,1
677168710,CHLORPHENIR  TAB 4MG,3
677168901,PRENATAL NF  TAB PLUS,9
677169001,LEVOTHYROXIN TAB 25MCG,9
677169101,LEVOTHYROXIN TAB 0.05MG,4
677169310,LEVOTHYROXIN TAB 100MCG,1
677169410,LEVOTHYROXIN TAB 200MCG,11
677169501,LEVOTHYROXIN TAB 125MCG,11
677169510,LEVOTHYROXIN TAB 125MCG,4
677169601,LEVOTHYROXIN TAB 150MCG,1
677169610,LEVOTHYROXIN TAB 150MCG,7
677169701,LEVOTHYROXIN TAB 300MCG,2
677169810,PHENOBARB    TAB 64.8MG,1
677169910,PHENOBARB    TAB 97.2MG,9
677170001,KETOCONAZOLE TAB 200MG,7
677170007,KETOCONAZOLE TAB 200MG,96
677170101,LABETALOL    TAB 100MG,1
677170105,LABETALOL    TAB 100MG,4
677170201,LABETALOL    TAB 200MG,29
677170205,LABETALOL    TAB 200MG,6
677170301,LABETALOL    TAB 300MG,21
677170701,SPIRONOLACT  TAB 50MG,429
677170705,SPIRONOLACT  TAB 50MG,33
677170706,SPIRONOLACT  TAB 50MG,37
677170707,SPIRONOLACT  TAB 50MG,31
677170801,SPIRONOLACT  TAB 100MG,230
677170805,SPIRONOLACT  TAB 100MG,5
677170806,SPIRONOLACT  TAB 100MG,67
677170807,SPIRONOLACT  TAB 100MG,23
677170906,SOTALOL HCL  TAB 80MG,1
677170907,SOTALOL HCL  TAB 80MG,6
677171106,SOTALOL HCL  TAB 160MG,6
677171401,APAP/CODEINE TAB 300-15MG,6
677171501,APAP/CODEINE TAB 300-30MG,1
677171601,APAP/CODEINE TAB 300-60MG,1
677171701,HYOSCYAMINE  TAB 0.375 TR,6
677173110,PHENOBARB    TAB 15MG,7
677173210,PHENOBARB    TAB 30MG,11
677173333,PROMETH VC/  SYP CODEINE,1
677173801,BUT/APAP/CAF TAB,7
677173901,ISOMETH/APAP CAP DICHLOR,6
677174501,ISOMETH/APAP CAP DICHLOR,2
677174701,CPM/PSE      CAP 8-120 SR,55
677174801,BUT/APAP/CAF TAB,53
677175101,TRIHEXYPHEN  TAB 2MG,5
677175201,TRIHEXYPHEN  TAB 5MG,9
677175301,HYOSCYAMINE  TAB 0.125MG,1
677176801,FELODIPINE   TAB 2.5MG ER,110
677176901,FELODIPINE   TAB 5MG ER,471
677177001,FELODIPINE   TAB 10MG ER,470
677177433,TRPL TANNATE SUS PED,3
677177501,BEL-TABS     TAB,2
677178001,DYPHYLLIN/GG TAB 200-200,8
677178110,ACETAMIN     TAB 325MG,1
677178401,ACETAMIN     TAB 500MG,2
677178501,GG/PSE       TAB 1200/120,3
677178633,COLDEC-DM    SYP,1
677178701,PSEUDOEPH/GG TAB 45-800MG,3
677178801,PSEUDOEPHEDR TAB /GG/DM,7
677179001,GUAIF/PHENYL TAB 600-40MG,14
677179833,HYDRO/PE/CTM SYP,3
677180333,DM HB/PE/CPM SYP STRAWBER,3
677181501,PROPAFENONE  TAB 150MG,5
677181503,PROPAFENONE  TAB 150MG,3
677181701,PROPAFENONE  TAB 300MG,34
677182233,PSE/HYDROCOD LIQ /CARBINX,5
677182501,CAR-B-PEN    TAB CHLOR-TA,14
677182633,PED TAN/CHLO SUS,4
677182733,PROMETHAZINE SYP DM,19
677182833,PROMETH/COD  SYP 6.25-10,28
677182901,GG/DM LA     TAB,1
677183101,METHYLPRED   TAB 4MG,4
677183113,METHYLPRED   PAK 4MG,18
677183801,PSE/CPM/METH TAB SR,3
677184101,PSE/GG LA    TAB 60-1200,1
677184201,PE/GG LA     TAB 20-600MG,7
677184333,POT GUAIACO/ SYP HYDROCOD,9
677184433,PE/HCOD/CPM  SYP,6
677184533,HCOD/PE/CPM  LIQ,4
677184901,PSE/CPM      TAB 12HR,1
677185101,GG/PSE SR    TAB 12HR,2
677185510,ASPIRIN      TAB 81MG EC,1
677185610,DIPHENHYDRAM CAP 25MG,1
677186033,PSE/DM/GG    SYP 40-15-10,8
677186101,PSE-DM-GG    TAB,2
677186233,CARBO-PSEUDO SYP 2-25MG/5,1
677186433,DM/POT GUAIA LIQ 15-300MG,7
677187433,COLDTUSS-DR  SYP 6-2-15,1
677187501,DM/PSE/GG    TAB,1
677187601,GUAIFE/PSEUD TAB,10
677187937,UNI-HIST DM  LIQ,1
677188501,GG/PHENYLEP  TAB 40-1200,3
677189001,PSEUDO/GG LA TAB 12HR,17
677189301,SOTALOL AF   TAB 80MG,6
677189306,SOTALOL AF   TAB 80MG,4
677189901,PSE/GG SR    TAB 50-1200,1
677190033,CARB/PE/GG   SYP,1
677190333,UNI-COF EXP  SYP,2
677190433,UNI-COF      SYP,2
677191133,UNI-HIST PDX SYP,1
677191237,UNI-HIST     DRO,1
677191701,UNI-TEX ER   CAP 120/10,2
677191707,UNI-TEX ER   CAP 120/10,1
677191801,CYCLOBENZAPR TAB 10MG,8
677191805,CYCLOBENZAPR TAB 10MG,8
677191810,CYCLOBENZAPR TAB 10MG,22
677192201,CLONIDINE    TAB 0.1MG,36
677192210,CLONIDINE    TAB 0.1MG,40
677192301,CLONIDINE    TAB 0.2MG,28
677192310,CLONIDINE    TAB 0.2MG,49
677192401,CLONIDINE    TAB 0.3MG,8
677193101,GLYCOPYRROL  TAB 1MG,2935
677193201,GLYCOPYRROL  TAB 2MG,2512
677193401,MEFENAM ACID CAP 250MG,1203
677193510,GABAPENTIN   CAP 100MG,2
677193601,GABAPENTIN   CAP 300MG,11
677193605,GABAPENTIN   CAP 300MG,1
677193610,GABAPENTIN   CAP 300MG,1
677193701,GABAPENTIN   CAP 400MG,1
677193705,GABAPENTIN   CAP 400MG,6
677194001,FOLIC ACID   TAB 1MG,1
677194010,FOLIC ACID   TAB 1MG,12
677194501,METHIMAZOLE  TAB 5MG,622
677194601,METHIMAZOLE  TAB 10MG,851
677194841,UNI ALL 12   SUS,11
677194901,ISOMETH/APAP CAP DICHLOR,8
677195706,UNI-TANN     CHW 25MG,2
677196201,COLCHICINE   TAB 0.6MG,31
677196210,COLCHICINE   TAB 0.6MG,17
677196579,PRAMOXINE    AER 1%,1
677197601,ACETAMIN     TAB 500MG,1
677197801,NISOLDIPINE  TAB 8.5MG ER,3850
677197901,NISOLDIPINE  TAB 17MG ER,4723
677198001,NISOLDIPINE  TAB 25.5MG,1455
677198101,NISOLDIPINE  TAB 34MG ER,2348
682010001,PRE-HIST-D   TAB ER,143
682033301,URIMAR T     TAB,95
682033401,URIMAR-T     TAB,8
682042016,MARCOF       SYP EXPCTRNT,106
682047516,MAR-COF CG   LIQ EXPECT,1523
682048016,MAR-COF BP   LIQ,392
682080401,MARGESIC     CAP,1140
682080801,MARGESIC-H   CAP 5-500MG,65
682140001,MARTEN-TAB   TAB 50-325MG,23
682157001,MARNATAL-F   CAP,226
682250001,MARNATAL-F   MIS PLUS DUO,82
682300001,BACMIN       TAB,6
682300101,BACMIN       TAB,1741
682908015,OTOMAR-HC    DRO,2
682909015,OTOMAR       SOL OTIC,21
689008201,TUSSIGON     TAB 5MG,5
689008205,TUSSIGON     TAB 5MG,1
689111001,LEVOXYL      TAB 100MCG,51
689111010,LEVOXYL      TAB 100MCG,21
689111101,LEVOXYL      TAB 150MCG,4
689111110,LEVOXYL      TAB 150MCG,1
689111201,LEVOXYL      TAB 200MCG,10
689111205,LEVOXYL      TAB 200MCG,7
